SUMLEV,STATE,COUNTY,PLACE,COUSUB,CONCIT,FUNCSTAT,NAME,STNAME,CENSUS2010POP,ESTIMATESBASE2010,POPESTIMATE2010,POPESTIMATE2011,POPESTIMATE2012,POPESTIMATE2013
157,41,047,20100,00000,00000,A,Donald city,Oregon,979,979,978,971,966,961
157,41,047,28200,00000,00000,A,Gates city (pt.),Oregon,431,431,432,433,432,433
157,41,047,28650,00000,00000,A,Gervais city,Oregon,2464,2464,2475,2520,2539,2550
157,41,047,35450,00000,00000,A,Hubbard city,Oregon,3173,3173,3184,3183,3189,3198
157,41,047,35800,00000,00000,A,Idanha city (pt.),Oregon,77,77,77,78,78,78
157,41,047,37250,00000,00000,A,Jefferson city,Oregon,3098,3100,3105,3127,3137,3150
157,41,047,38500,00000,00000,A,Keizer city,Oregon,36478,36476,36568,36717,36878,37064
157,41,047,48150,00000,00000,A,Mill City city (pt.),Oregon,324,324,324,324,323,323
157,41,047,50150,00000,00000,A,Mount Angel city,Oregon,3286,3379,3381,3390,3397,3405
157,41,047,64850,00000,00000,A,St. Paul city,Oregon,421,421,422,420,420,420
157,41,047,64900,00000,00000,A,Salem city (pt.),Oregon,130398,130460,130753,131753,134640,135750
157,41,047,65800,00000,00000,A,Scotts Mills city,Oregon,357,357,358,356,361,360
157,41,047,67650,00000,00000,A,Silverton city,Oregon,9222,9222,9236,9280,9329,9369
157,41,047,70200,00000,00000,A,Stayton city,Oregon,7644,7644,7653,7679,7711,7769
157,41,047,70700,00000,00000,A,Sublimity city,Oregon,2681,2681,2689,2712,2734,2756
157,41,047,75150,00000,00000,A,Turner city,Oregon,1854,1854,1857,1869,1884,1893
157,41,047,83750,00000,00000,A,Woodburn city,Oregon,24080,24069,24096,24075,24153,24395
157,41,047,99990,00000,00000,F,Balance of Marion County,Oregon,83664,83515,83627,84162,84390,84780
050,41,049,00000,00000,00000,A,Morrow County,Oregon,11173,11173,11200,11193,11259,11336
157,41,049,07200,00000,00000,A,Boardman city,Oregon,3220,3228,3236,3235,3346,3379
157,41,049,33550,00000,00000,A,Heppner city,Oregon,1291,1291,1295,1299,1296,1307
157,41,049,36400,00000,00000,A,Ione city,Oregon,329,329,330,330,328,332
157,41,049,36500,00000,00000,A,Irrigon city,Oregon,1826,1826,1829,1823,1807,1808
157,41,049,42200,00000,00000,A,Lexington town,Oregon,238,238,239,238,236,238
157,41,049,99990,00000,00000,F,Balance of Morrow County,Oregon,4269,4261,4271,4268,4246,4272
050,41,051,00000,00000,00000,A,Multnomah County,Oregon,735334,735332,737269,748148,758932,766135
157,41,051,24250,00000,00000,A,Fairview city,Oregon,8920,8920,8937,9036,9135,9176
157,41,051,31250,00000,00000,A,Gresham city,Oregon,105594,105594,105958,107596,108780,109397
157,41,051,40550,00000,00000,A,Lake Oswego city (pt.),Oregon,2544,2544,2551,2591,2634,2658
157,41,051,46730,00000,00000,A,Maywood Park city,Oregon,752,752,754,762,770,773
157,41,051,48650,00000,00000,A,Milwaukie city (pt.),Oregon,0,0,0,0,0,0
157,41,051,59000,00000,00000,A,Portland city (pt.),Oregon,581485,581496,582962,591618,600673,607074
157,41,051,74850,00000,00000,A,Troutdale city,Oregon,15962,15962,16004,16224,16421,16487
157,41,051,83950,00000,00000,A,Wood Village city,Oregon,3878,3878,3882,3920,3943,3942
157,41,051,99990,00000,00000,F,Balance of Multnomah County,Oregon,16199,16186,16221,16401,16576,16628
050,41,053,00000,00000,00000,A,Polk County,Oregon,75403,75403,75584,76008,76331,76794
157,41,053,17700,00000,00000,A,Dallas city,Oregon,14583,14583,14627,14674,14732,14807
157,41,053,24550,00000,00000,A,Falls City city,Oregon,947,947,949,946,947,947
157,41,053,36150,00000,00000,A,Independence city,Oregon,8590,8601,8621,8623,8645,8662
157,41,053,49550,00000,00000,A,Monmouth city,Oregon,9534,9534,9553,9736,9802,9906
157,41,053,64900,00000,00000,A,Salem city (pt.),Oregon,24239,24272,24341,24520,24642,24864
157,41,053,82350,00000,00000,A,Willamina city (pt.),Oregon,845,841,842,847,855,861
157,41,053,99990,00000,00000,F,Balance of Polk County,Oregon,16665,16625,16651,16662,16708,16747
050,41,055,00000,00000,00000,A,Sherman County,Oregon,1765,1765,1772,1736,1739,1731
157,41,055,30650,00000,00000,A,Grass Valley city,Oregon,164,164,165,162,163,163
157,41,055,50000,00000,00000,A,Moro city,Oregon,324,324,325,318,319,317
157,41,055,64200,00000,00000,A,Rufus city,Oregon,249,249,250,245,245,243
157,41,055,78950,00000,00000,A,Wasco city,Oregon,410,410,412,404,404,402
157,41,055,99990,00000,00000,F,Balance of Sherman County,Oregon,618,618,620,607,608,606
050,41,057,00000,00000,00000,A,Tillamook County,Oregon,25250,25250,25255,25422,25326,25317
157,41,057,04800,00000,00000,A,Bay City city,Oregon,1286,1286,1285,1294,1294,1293
157,41,057,28000,00000,00000,A,Garibaldi city,Oregon,779,779,779,781,774,770
157,41,057,45700,00000,00000,A,Manzanita city,Oregon,598,598,599,606,608,613
157,41,057,51700,00000,00000,A,Nehalem city,Oregon,271,271,271,271,269,267
157,41,057,62900,00000,00000,A,Rockaway Beach city,Oregon,1312,1312,1311,1321,1314,1308
157,41,057,73700,00000,00000,A,Tillamook city,Oregon,4935,4971,4972,4987,4940,4944
157,41,057,81300,00000,00000,A,Wheeler city,Oregon,414,414,414,416,414,414
157,41,057,99990,00000,00000,F,Balance of Tillamook County,Oregon,15655,15619,15624,15746,15713,15708
050,41,059,00000,00000,00000,A,Umatilla County,Oregon,75889,75889,76049,76681,76882,76720
157,41,059,00350,00000,00000,A,Adams city,Oregon,350,350,351,352,350,348
157,41,059,03200,00000,00000,A,Athena city,Oregon,1126,1132,1133,1139,1138,1134
157,41,059,22200,00000,00000,A,Echo city,Oregon,699,699,701,705,708,706
157,41,059,33250,00000,00000,A,Helix city,Oregon,184,184,184,186,187,187
157,41,059,33700,00000,00000,A,Hermiston city,Oregon,16745,16751,16806,17002,17091,17107
157,41,059,48600,00000,00000,A,Milton-Freewater city,Oregon,7050,7050,7061,7103,7114,7099
157,41,059,57150,00000,00000,A,Pendleton city,Oregon,16612,16612,16653,16837,16969,16935
157,41,059,57650,00000,00000,A,Pilot Rock city,Oregon,1502,1502,1504,1513,1514,1510
157,41,059,69900,00000,00000,A,Stanfield city,Oregon,2043,2043,2046,2056,2055,2047
157,41,059,75550,00000,00000,A,Ukiah city,Oregon,186,186,186,188,189,187
157,41,059,75650,00000,00000,A,Umatilla city,Oregon,6906,6906,6922,6994,7001,7002
157,41,059,80350,00000,00000,A,Weston city,Oregon,667,667,669,673,673,670
157,41,059,99990,00000,00000,F,Balance of Umatilla County,Oregon,21819,21807,21833,21933,21893,21788
050,41,061,00000,00000,00000,A,Union County,Oregon,25748,25744,25745,25904,25823,25652
157,41,061,16250,00000,00000,A,Cove city,Oregon,552,552,552,553,554,550
157,41,061,22550,00000,00000,A,Elgin city,Oregon,1711,1711,1711,1713,1715,1702
157,41,061,36050,00000,00000,A,Imbler city,Oregon,306,306,306,307,307,305
157,41,061,36750,00000,00000,A,Island City city,Oregon,989,993,993,996,997,988
157,41,061,40350,00000,00000,A,La Grande city,Oregon,13082,13090,13091,13232,13144,13074
157,41,061,53300,00000,00000,A,North Powder city,Oregon,439,435,435,434,432,428
157,41,061,70850,00000,00000,A,Summerville town,Oregon,135,135,135,135,135,135
157,41,061,75850,00000,00000,A,Union city,Oregon,2121,2121,2121,2124,2118,2099
157,41,061,99990,00000,00000,F,Balance of Union County,Oregon,6413,6401,6401,6410,6421,6371
050,41,063,00000,00000,00000,A,Wallowa County,Oregon,7008,7008,7026,6999,6833,6814
157,41,063,23500,00000,00000,A,Enterprise city,Oregon,1940,1940,1945,1938,1890,1884
157,41,063,37900,00000,00000,A,Joseph city,Oregon,1081,1081,1083,1080,1054,1052
157,41,063,43900,00000,00000,A,Lostine city,Oregon,213,213,214,212,206,204
157,41,063,78150,00000,00000,A,Wallowa city,Oregon,808,808,809,805,790,786
157,41,063,99990,00000,00000,F,Balance of Wallowa County,Oregon,2966,2966,2975,2964,2893,2888
050,41,065,00000,00000,00000,A,Wasco County,Oregon,25213,25213,25258,25220,25470,25477
157,41,065,02250,00000,00000,A,Antelope city,Oregon,46,46,46,46,47,47
157,41,065,20900,00000,00000,A,Dufur city,Oregon,604,604,606,603,607,604
157,41,065,46500,00000,00000,A,Maupin city,Oregon,418,418,419,419,423,423
157,41,065,50050,00000,00000,A,Mosier city,Oregon,433,433,434,432,434,433
157,41,065,66700,00000,00000,A,Shaniko city,Oregon,36,36,36,36,37,37
157,41,065,72950,00000,00000,A,The Dalles city,Oregon,13620,14945,14975,14969,15135,15158
157,41,065,99990,00000,00000,F,Balance of Wasco County,Oregon,10056,8731,8742,8715,8787,8775
050,41,067,00000,00000,00000,A,Washington County,Oregon,529710,529712,531335,539469,547543,554996
157,41,067,03850,00000,00000,A,Banks city,Oregon,1777,1777,1781,1811,1839,1860
157,41,067,05350,00000,00000,A,Beaverton city,Oregon,89803,89782,90131,91407,92697,93542
157,41,067,15550,00000,00000,A,Cornelius city,Oregon,11869,11869,11894,12013,12121,12161
157,41,067,21250,00000,00000,A,Durham city,Oregon,1351,1351,1354,1372,1392,1922
157,41,067,26200,00000,00000,A,Forest Grove city,Oregon,21083,21088,21153,21556,21933,22419
157,41,067,28100,00000,00000,A,Gaston city (pt.),Oregon,635,635,636,646,654,661
157,41,067,34100,00000,00000,A,Hillsboro city,Oregon,91611,92149,92472,94029,95355,97368
157,41,067,39150,00000,00000,A,King City city,Oregon,3111,3111,3119,3163,3317,3498
157,41,067,40550,00000,00000,A,Lake Oswego city (pt.),Oregon,9,9,9,9,9,9
157,41,067,53150,00000,00000,A,North Plains city,Oregon,1947,1947,1951,1979,2009,2029
157,41,067,59000,00000,00000,A,Portland city (pt.),Oregon,1547,1546,1549,1571,1597,1617
157,41,067,62250,00000,00000,A,Rivergrove city (pt.),Oregon,32,32,32,33,33,33
157,41,067,67100,00000,00000,A,Sherwood city,Oregon,18194,18194,18293,18537,18759,18884
157,41,067,73650,00000,00000,A,Tigard city,Oregon,48035,48085,48195,49033,49780,50444
157,41,067,74950,00000,00000,A,Tualatin city (pt.),Oregon,23192,23187,23228,23507,23808,23955
157,41,067,82800,00000,00000,A,Wilsonville city (pt.),Oregon,2138,2138,2139,2058,2183,2207
157,41,067,99990,00000,00000,F,Balance of Washington County,Oregon,213376,212812,213399,216745,220057,222387
050,41,069,00000,00000,00000,A,Wheeler County,Oregon,1441,1441,1448,1417,1419,1381
157,41,069,26650,00000,00000,A,Fossil city,Oregon,473,473,476,466,466,454
157,41,069,49150,00000,00000,A,Mitchell city,Oregon,130,130,131,128,129,126
157,41,069,69450,00000,00000,A,Spray town,Oregon,160,159,160,157,158,154
157,41,069,99990,00000,00000,F,Balance of Wheeler County,Oregon,678,679,681,666,666,647
050,41,071,00000,00000,00000,A,Yamhill County,Oregon,99193,99193,99304,99692,100644,100725
157,41,071,02000,00000,00000,A,Amity city,Oregon,1614,1614,1615,1616,1612,1601
157,41,071,11150,00000,00000,A,Carlton city,Oregon,2007,2007,2005,2006,2016,2023
157,41,071,18250,00000,00000,A,Dayton city,Oregon,2534,2534,2535,2540,2543,2542
157,41,071,21050,00000,00000,A,Dundee city,Oregon,3162,3162,3166,3177,3180,3176
157,41,071,28100,00000,00000,A,Gaston city (pt.),Oregon,2,2,2,2,2,2
157,41,071,40300,00000,00000,A,Lafayette city,Oregon,3742,3742,3741,3737,3755,3745
157,41,071,45000,00000,00000,A,McMinnville city,Oregon,32187,32187,32200,32304,33115,33131
157,41,071,52100,00000,00000,A,Newberg city,Oregon,22068,22123,22199,22377,22459,22508
157,41,071,67050,00000,00000,A,Sheridan city,Oregon,6127,6132,6134,6093,6017,6011
157,41,071,82350,00000,00000,A,Willamina city (pt.),Oregon,1180,1180,1180,1189,1194,1197
157,41,071,84250,00000,00000,A,Yamhill city,Oregon,1024,1024,1024,1026,1031,1026
157,41,071,99990,00000,00000,F,Balance of Yamhill County,Oregon,23546,23486,23503,23625,23720,23763
